node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,19.0,26.3,0.4,1.1,2.1
2,11.0,32.4,0.4,2.9,4.5
3,5.8,17.6,0.2,4.1,5.2
4,3.0,27.5,0.2,2.1,3.9
5,2.4,36.6,0.3,0.9,2.9
6,4.5,16.9,0.2,1.8,3.4
7,27.9,2.1,0.2,3.8,5.2
8,23.8,19.1,0.3,0.6,2.3
9,39.1,26.5,0.2,2.0,3.7
10,4.6,9.4,0.2,2.5,4.3
11,1.1,32.9,0.3,2.6,3.8
12,15.5,30.9,0.1,2.7,3.9
13,1.5,11.1,0.2,3.0,4.1
14,8.4,11.3,0.3,4.3,5.8
15,6.7,37.0,0.2,1.3,3.0
16,0.3,10.7,0.4,1.9,3.1
17,1.6,24.8,0.5,4.5,6.0
18,12.9,31.5,0.4,3.1,4.3
19,19.1,25.1,0.2,4.3,6.2
20,11.7,34.9,0.2,4.3,5.8
21,28.2,8.6,0.2,1.5,3.2
22,5.3,35.5,0.3,1.5,2.9
23,22.4,25.0,0.5,4.3,6.1
24,23.5,36.0,0.4,2.8,4.1
25,29.4,22.5,0.1,3.3,5.2
26,35.9,36.4,0.3,3.7,5.1
27,14.1,12.5,0.5,3.3,4.8
28,5.0,21.4,0.4,2.1,3.3
29,12.9,27.4,0.2,0.9,2.2
30,30.4,26.4,0.5,2.0,3.0
31,17.7,7.2,0.4,1.9,3.1
32,37.8,0.3,0.2,1.6,2.8
33,8.8,36.8,0.3,3.3,4.5
34,24.3,33.7,0.2,2.3,4.2
35,9.1,21.5,0.4,2.1,3.8
36,38.9,22.2,0.4,1.9,3.6
37,20.0,14.4,0.2,1.0,2.2
38,10.1,1.8,0.4,1.6,3.5
39,15.6,34.9,0.5,1.8,2.9
40,33.7,24.3,0.4,2.1,3.7
41,16.3,15.2,0.3,2.1,3.9
42,8.2,10.2,0.5,2.6,3.7
43,34.9,32.8,0.2,3.4,4.7
44,34.6,33.3,0.2,4.0,5.0
45,0.5,6.8,0.2,3.4,4.7
46,7.4,12.5,0.4,2.9,4.0
47,21.4,17.9,0.3,3.1,4.9
48,25.4,18.7,0.4,2.1,3.5
49,28.6,11.1,0.5,2.5,4.4
50,38.3,27.3,0.3,2.1,3.7
51,20.0,20.0,0.0,0.0,1236.0
