node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,22.8,25.3,0.4,1.6,3.3
2,36.4,7.5,0.4,3.0,4.5
3,21.1,17.8,0.5,3.0,4.3
4,19.8,2.1,0.3,3.4,4.8
5,37.1,22.2,0.4,1.0,2.1
6,11.4,8.5,0.5,3.5,4.6
7,9.7,10.9,0.1,2.6,3.9
8,7.4,4.4,0.1,4.0,5.7
9,5.0,6.0,0.1,1.8,2.9
10,8.1,7.7,0.4,2.3,3.8
11,21.6,31.4,0.2,0.8,2.3
12,31.2,4.4,0.4,0.6,2.1
13,12.6,35.6,0.4,1.2,2.7
14,1.3,3.5,0.3,3.4,4.9
15,20.3,10.4,0.5,4.3,5.8
16,15.9,32.1,0.2,0.9,2.1
17,24.9,11.4,0.3,3.5,5.5
18,17.4,32.4,0.5,4.0,5.8
19,20.5,34.0,0.4,3.4,4.6
20,10.8,23.3,0.3,1.3,2.5
21,2.9,37.1,0.4,2.8,4.8
22,0.3,37.6,0.3,4.2,6.0
23,1.6,0.8,0.4,3.7,4.9
24,14.7,32.0,0.4,4.0,6.0
25,33.4,0.7,0.1,3.9,5.5
26,5.1,13.3,0.2,2.5,3.9
27,3.3,8.1,0.2,0.9,2.3
28,32.0,21.8,0.3,3.1,4.3
29,3.1,13.5,0.2,1.5,2.8
30,0.3,18.0,0.3,1.6,3.3
31,1.7,6.4,0.5,1.9,3.0
32,25.8,38.3,0.2,3.7,4.7
33,31.8,20.6,0.4,2.0,3.9
34,24.9,7.5,0.2,4.0,5.4
35,11.4,29.2,0.5,3.0,4.2
36,38.0,32.0,0.3,2.1,3.2
37,6.3,8.7,0.1,1.2,2.6
38,7.0,17.0,0.4,0.9,2.0
39,36.2,36.7,0.3,0.9,2.8
40,36.0,21.2,0.3,2.8,4.6
41,20.0,20.0,0.0,0.0,1236.0
