node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,31.7,32.9,0.3,1.5,2.5
2,18.8,30.4,0.2,3.6,4.9
3,29.2,16.6,0.3,3.2,4.4
4,32.2,10.6,0.4,3.2,5.0
5,3.7,32.0,0.4,2.3,3.4
6,25.4,11.6,0.5,2.9,4.1
7,14.4,37.3,0.5,2.6,4.2
8,32.2,39.1,0.1,1.9,3.5
9,23.6,3.6,0.5,2.6,3.7
10,12.5,7.8,0.3,1.1,2.3
11,27.9,0.5,0.4,0.6,1.9
12,24.8,12.2,0.3,2.1,3.2
13,2.2,16.9,0.4,2.1,4.1
14,39.2,35.7,0.4,4.1,5.5
15,31.8,20.7,0.3,3.3,4.7
16,29.9,10.6,0.3,3.6,4.8
17,4.9,23.6,0.2,1.5,3.0
18,10.2,16.4,0.5,2.9,4.2
19,19.1,5.7,0.3,1.7,3.5
20,26.4,38.8,0.5,2.0,3.6
21,15.9,19.5,0.4,4.2,5.5
22,18.0,2.3,0.1,3.6,4.7
23,14.5,37.5,0.4,0.7,1.9
24,24.5,16.9,0.4,3.8,5.3
25,4.0,14.5,0.2,3.0,4.6
26,25.1,3.9,0.1,3.1,4.6
27,25.2,28.1,0.2,3.8,4.9
28,36.5,36.3,0.5,2.3,4.0
29,5.5,37.7,0.5,2.3,4.1
30,11.1,28.5,0.1,3.7,5.7
31,20.0,20.0,0.0,0.0,1236.0
