node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,24.9,29.7,0.4,4.3,6.0
2,1.2,18.6,0.5,3.1,5.0
3,18.8,9.9,0.3,2.8,3.8
4,11.2,36.7,0.4,1.1,2.9
5,24.7,5.1,0.1,4.0,5.2
6,39.3,34.9,0.2,4.3,5.8
7,8.2,37.6,0.4,4.4,6.3
8,14.4,6.6,0.2,0.8,2.1
9,0.1,27.1,0.2,1.7,3.5
10,12.6,19.2,0.4,0.7,2.7
11,30.0,33.8,0.1,3.7,5.1
12,0.4,1.9,0.2,4.3,5.5
13,37.2,37.7,0.2,1.9,3.4
14,4.3,29.9,0.4,3.9,4.9
15,3.6,13.6,0.3,4.2,5.5
16,21.8,12.5,0.2,1.2,2.3
17,27.6,39.9,0.2,0.7,2.7
18,16.2,9.5,0.3,3.8,5.3
19,2.2,36.6,0.1,2.5,4.3
20,29.3,38.0,0.4,3.7,4.8
21,6.0,33.8,0.2,2.3,4.3
22,39.0,18.1,0.3,3.4,4.9
23,16.2,5.9,0.3,4.5,6.5
24,20.0,13.5,0.1,1.6,3.4
25,14.5,31.4,0.4,3.3,5.0
26,14.5,28.2,0.2,2.4,4.2
27,11.8,37.8,0.4,2.8,3.8
28,10.0,26.9,0.3,3.8,5.4
29,13.9,25.8,0.4,3.8,5.2
30,34.8,27.5,0.5,4.3,5.8
31,20.0,20.0,0.0,0.0,1236.0
