node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,21.6,11.6,0.1,3.1,4.3
2,15.9,25.7,0.5,2.3,4.3
3,9.7,2.9,0.2,3.9,5.5
4,38.9,26.2,0.3,0.8,1.8
5,26.9,30.5,0.3,3.2,4.8
6,4.5,19.8,0.2,3.8,5.7
7,3.2,9.7,0.2,3.6,5.0
8,12.0,20.9,0.2,3.1,4.6
9,37.9,20.8,0.1,4.2,6.1
10,19.4,37.3,0.2,1.5,3.2
11,27.4,33.1,0.3,2.2,3.4
12,14.8,17.3,0.4,3.0,4.5
13,25.0,15.3,0.4,3.1,4.8
14,20.7,28.8,0.5,2.6,3.9
15,4.8,13.4,0.1,2.7,4.0
16,31.5,25.4,0.1,2.3,3.3
17,19.9,34.0,0.2,3.8,4.9
18,15.6,2.9,0.5,3.8,5.0
19,19.1,5.7,0.3,4.4,5.8
20,30.4,30.8,0.3,4.1,5.4
21,17.9,4.0,0.3,3.5,5.1
22,9.7,19.4,0.1,1.3,3.0
23,4.6,6.3,0.3,0.6,2.3
24,30.4,31.0,0.4,2.6,3.9
25,6.0,9.1,0.4,2.9,4.0
26,23.9,8.9,0.4,1.1,2.3
27,11.5,28.8,0.3,1.7,3.5
28,30.9,4.8,0.2,0.9,2.6
29,3.7,37.4,0.1,0.7,2.6
30,34.2,23.5,0.2,2.4,4.2
31,31.1,14.0,0.3,1.8,3.6
32,18.1,2.5,0.4,1.2,2.8
33,4.3,25.1,0.2,2.9,4.6
34,21.3,15.6,0.1,3.9,5.4
35,25.6,25.2,0.1,3.0,4.4
36,4.5,7.2,0.1,3.1,4.5
37,22.7,35.1,0.5,0.8,2.4
38,19.2,14.9,0.3,1.9,3.3
39,27.7,34.2,0.5,2.0,3.2
40,0.8,26.8,0.2,2.5,4.4
41,20.0,20.0,0.0,0.0,1236.0
