node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,5.4,33.9,0.4,1.5,3.0
2,26.1,31.5,0.1,0.6,2.4
3,30.5,0.1,0.3,3.4,4.6
4,36.1,1.2,0.1,2.7,4.6
5,8.7,16.9,0.1,1.4,2.8
6,9.3,9.2,0.2,2.3,3.6
7,33.5,22.3,0.4,1.2,3.2
8,4.8,13.3,0.4,3.3,5.2
9,33.2,26.8,0.2,2.9,4.8
10,20.2,23.6,0.1,1.5,3.3
11,6.9,22.0,0.4,3.2,4.6
12,20.3,31.1,0.3,2.1,3.6
13,1.7,28.1,0.5,2.9,4.3
14,20.1,39.3,0.4,2.7,4.6
15,20.6,38.1,0.3,2.3,3.6
16,38.3,0.2,0.4,3.8,5.7
17,32.4,20.7,0.3,2.2,3.3
18,22.8,8.0,0.3,2.4,3.8
19,21.5,24.9,0.3,2.3,3.3
20,7.1,23.4,0.4,3.7,5.5
21,10.2,33.7,0.4,0.8,1.8
22,30.2,10.0,0.1,3.0,4.3
23,6.4,21.1,0.2,1.6,3.3
24,12.9,19.0,0.1,2.0,3.4
25,4.4,36.0,0.3,1.3,2.9
26,0.8,0.7,0.2,3.4,4.6
27,27.1,21.8,0.2,4.4,6.2
28,8.9,25.9,0.3,2.8,4.1
29,2.4,11.9,0.5,4.0,5.3
30,12.4,37.6,0.4,2.2,3.5
31,20.0,20.0,0.0,0.0,1236.0
