node_id,X,Y,package_weight,e,l
0,20.0,20.0,0.0,0.0,1236.0
1,0.5,4.5,0.3,3.2,4.3
2,9.3,30.3,0.2,3.5,5.2
3,21.4,17.9,0.3,4.5,5.6
4,37.6,16.1,0.2,1.8,3.2
5,8.4,8.7,0.3,2.7,4.7
6,14.2,8.2,0.4,4.5,5.5
7,34.7,26.0,0.2,3.7,5.4
8,25.6,8.8,0.1,1.8,3.1
9,25.9,33.4,0.5,4.4,6.4
10,12.3,7.1,0.3,2.7,4.4
11,7.7,36.8,0.3,3.3,4.4
12,36.4,26.0,0.5,1.3,2.8
13,17.8,31.6,0.3,1.0,2.1
14,4.8,7.8,0.2,3.4,5.3
15,19.9,31.5,0.2,2.0,3.6
16,1.5,4.5,0.2,3.4,5.1
17,30.7,10.2,0.4,4.4,5.7
18,15.0,11.3,0.2,0.7,1.8
19,2.0,24.6,0.2,1.3,3.1
20,7.4,18.2,0.4,2.6,4.5
21,21.0,28.7,0.3,3.4,4.9
22,4.9,31.3,0.4,4.3,6.0
23,6.6,34.1,0.1,2.2,3.3
24,12.3,17.0,0.4,2.7,3.9
25,29.4,33.1,0.1,3.0,4.9
26,8.1,32.6,0.2,2.1,3.9
27,7.9,8.6,0.2,3.3,4.7
28,2.6,10.0,0.3,2.4,3.9
29,11.1,7.3,0.1,2.4,3.7
30,0.2,0.0,0.3,3.5,4.8
31,23.2,16.1,0.4,1.4,3.0
32,21.6,12.8,0.1,2.8,4.0
33,21.7,37.6,0.4,2.6,4.5
34,15.5,27.1,0.3,1.4,2.8
35,9.7,28.2,0.1,4.3,6.0
36,39.3,31.9,0.1,1.5,3.0
37,5.6,1.9,0.2,0.7,2.1
38,17.6,5.7,0.1,3.7,5.1
39,19.1,27.4,0.5,3.8,5.5
40,6.8,3.6,0.4,0.7,2.3
41,20.0,20.0,0.0,0.0,1236.0
